"accountHolderID","bankAccount","investiment","customerStability","overdraftLimit","multipleChannel","serviceLoan","bankGuarantee","contract","paymentMethod","monthlyCharges","totalCharges","churn"
"1624-NALOJ","PF","Não","5","Sim","Sim","Mesa","1","Semestral","Débito automático","89.8","502.6","Sim"
"6741-EGCBI","PF","Não","30","Sim","Sim","Mesa","1","Semestral","Boleto","90.5","2595.85","Não"
"7820-ZYGNY","PF","Não","63","Não","Sim","Mesa","0","Uma vez ao ano","Boleto","90.45","5825.5","Não"
"4317-VTEOA","PF","Não","1","Sim","Não","Website","0","Semestral","Débito automático","50.75","50.75","Sim"
"9677-AVKED","PJ","Não","53","Sim","Sim","Website","1","Uma vez ao ano","Débito automático","84.6","4449.75","Não"
"1670-SVOWZ","PJ","Sim","14","Sim","Não","Mesa","1","Semestral","Boleto","89.65","1208.35","Sim"
"2227-JRSJX","PJ","Não","21","Sim","Não","Mesa","1","Semestral","Transferência bancária","99.15","1956.4","Não"
"9847-HNVGP","PF","Não","17","Não","Não","Não","0","Uma vez ao ano","PIX","19.95","310.6","Não"
"6696-YDAYZ","PF","Sim","16","Não","Não","Não","0","Duas vezes ao ano","PIX","20.5","290.55","Não"
"8980-WQFWL","PJ","Não","35","Sim","Não","Website","1","Semestral","Débito automático","62.1","2096.1","Não"
"1730-ZMAME","PJ","Não","32","Sim","Não","Mesa","1","Semestral","Débito automático","79.5","2665","Não"
"6506-EYCNH","PJ","Sim","28","Sim","Não","Não","0","Semestral","Transferência bancária","19.55","543.8","Não"
"4634-JLRJT","PJ","Não","1","Sim","Não","Não","0","Semestral","PIX","20.35","20.35","Não"
"9501-UKKNL","PF","Não","59","Sim","Somente telefone","Website","0","Semestral","Débito automático","51.7","3005.8","Não"
"2560-QTSBS","PJ","Sim","72","Sim","Sim","Não","0","Uma vez ao ano","Transferência bancária","23.3","1623.15","Não"
"7541-YLXCL","PF","Não","36","Sim","Não","Website","0","Uma vez ao ano","PIX","65.4","2498.4","Sim"
"4795-WRNVT","PJ","Não","40","Não","Não","Website","1","Semestral","PIX","65.1","2586","Não"
"6080-TCMYC","PF","Sim","40","Sim","Sim","Mesa","0","Semestral","Débito automático","81.2","3292.3","Não"
"0260-ZDLGK","PJ","Não","9","Sim","Não","Website","1","Semestral","PIX","72.9","651.4","Sim"
"7860-UXCRM","PF","Sim","63","Não","Não","Website","0","Duas vezes ao ano","Boleto","74.5","4674.55","Não"
"6357-JJPQT","PJ","Não","3","Sim","Não","Mesa","1","Semestral","Débito automático","80.5","232.35","Não"
"2292-XQWSV","PF","Sim","40","Não","Somente telefone","Website","0","Uma vez ao ano","PIX","60.3","2448.5","Não"
"9552-TGUZV","PF","Sim","8","Sim","Não","Mesa","0","Semestral","PIX","75","658.1","Não"
"5913-INRQV","PF","Sim","34","Não","Não","Mesa","1","Uma vez ao ano","PIX","90.15","3128.8","Não"
"8722-NGNBH","PF","Não","5","Não","Somente telefone","Website","0","Semestral","PIX","40","223.45","Sim"
"6210-KBBPI","PF","Não","9","Sim","Sim","Mesa","1","Semestral","Boleto","99.45","919.4","Sim"
"9643-YBLUR","PF","Sim","9","Sim","Sim","Website","0","Semestral","Boleto","69.05","653.95","Não"
"8734-FNWVH","PF","Sim","31","Não","Sim","Website","0","Semestral","Transferência bancária","59.7","1825.5","Não"
"9447-YPTBX","PJ","Sim","50","Sim","Não","Não","0","Uma vez ao ano","Transferência bancária","19.85","943.1","Não"
"0133-BMFZO","PJ","Não","2","Sim","Não","Mesa","1","Semestral","Débito automático","86.25","181.65","Sim"
"6128-CZOMY","PJ","Não","1","Sim","Não","Website","1","Semestral","Débito automático","45.65","45.65","Sim"
"9540-JYROE","PF","Não","8","Sim","Não","Mesa","0","Semestral","PIX","70.1","551.35","Sim"
"9026-LHEVG","PJ","Não","9","Não","Somente telefone","Website","0","Semestral","Débito automático","40.75","359.4","Não"
"2260-USTRB","PJ","Não","2","Sim","Não","Mesa","1","Semestral","Transferência bancária","70.2","115.95","Sim"
"3656-TKRVZ","PJ","Não","3","Não","Não","Website","1","Semestral","Débito automático","55.35","165.2","Sim"
"7011-CVEUC","PF","Sim","25","Sim","Não","Mesa","0","Semestral","Boleto","95.7","2338.35","Não"
"6185-TASNN","PF","Não","1","Não","Não","Website","1","Semestral","Débito automático","46.3","46.3","Não"
"7925-PNRGI","PJ","Sim","45","Não","Sim","Website","1","Semestral","PIX","81.3","3541.1","Não"
"8623-TMRBY","PF","Sim","51","Sim","Sim","Mesa","1","Semestral","Débito automático","84.2","4146.05","Sim"
"1552-CZCLL","PJ","Sim","55","Não","Não","Não","0","Semestral","Boleto","20","1087.25","Não"
"3038-PQIUY","PJ","Não","38","Sim","Sim","Website","1","Semestral","Transferência bancária","66.15","2522.4","Não"
"1501-SGHBW","PF","Não","2","Não","Não","Website","0","Semestral","PIX","45.85","81","Sim"
"9313-CDOGY","PF","Sim","38","Não","Não","Não","0","Semestral","Débito automático","19.6","717.3","Não"
"8148-BPLZQ","PF","Não","34","Sim","Não","Website","0","Semestral","Débito automático","49.8","1734.2","Não"
"2623-DRYAM","PJ","Sim","70","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","101.75","7069.3","Não"
"9987-LUTYD","PJ","Não","13","Não","Não","Website","1","Uma vez ao ano","PIX","55.15","742.9","Não"
"3208-YPIOE","PF","Não","39","Não","Sim","Mesa","0","Semestral","Débito automático","75.25","3017.65","Sim"
"4488-KQFDT","PJ","Não","61","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","103.95","6423","Não"
"2612-RANWT","PJ","Não","12","Sim","Sim","Mesa","1","Semestral","Transferência bancária","100.15","1164.3","Sim"
"5693-PIPCS","PF","Não","41","Sim","Não","Mesa","0","Duas vezes ao ano","Boleto","99.65","4220.35","Não"
"0491-KAPQG","PF","Não","21","Sim","Sim","Mesa","0","Semestral","Débito automático","73.7","1558.7","Não"
"1925-LFCZZ","PF","Não","55","Sim","Somente telefone","Website","1","Uma vez ao ano","Transferência bancária","50.05","2743.45","Não"
"8039-EQPIM","PF","Sim","69","Não","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","60.25","4055.5","Não"
"6900-PXRMS","PF","Sim","26","Não","Sim","Mesa","1","Semestral","Débito automático","105.75","2710.25","Sim"
"8707-RMEZH","PJ","Sim","69","Não","Não","Mesa","1","Uma vez ao ano","Boleto","87.3","6055.55","Não"
"3346-BRMIS","PJ","Sim","18","Sim","Somente telefone","Website","0","Semestral","Débito automático","48.35","810.7","Sim"
"3209-ZPKFI","PF","Sim","47","Não","Sim","Website","0","Semestral","Débito automático","54.25","2538.2","Não"
"6479-VDGRK","PJ","Sim","72","Não","Não","Website","1","Duas vezes ao ano","Transferência bancária","85.3","6129.2","Não"
"9373-WSLOY","PF","Sim","33","Sim","Somente telefone","Website","1","Semestral","Débito automático","50","1750.85","Não"
"2933-FILNV","PJ","Sim","2","Sim","Somente telefone","Website","0","Semestral","PIX","24.4","36.55","Sim"
"3569-JFODW","PJ","Sim","72","Não","Sim","Website","1","Duas vezes ao ano","Boleto","90.95","6652.45","Não"
"9819-FBNSV","PF","Sim","37","Sim","Não","Mesa","1","Semestral","Transferência bancária","72.25","2575.45","Não"
"9544-PYPSJ","PJ","Sim","62","Sim","Sim","Mesa","1","Semestral","Boleto","96.1","6019.35","Não"
"1591-XWLGB","PJ","Sim","71","Não","Não","Não","0","Duas vezes ao ano","Boleto","19.85","1379.6","Não"
"0396-UKGAI","PF","Não","23","Sim","Não","Website","0","Semestral","Transferência bancária","55.3","1284.2","Não"
"3243-ZHOHY","PJ","Não","16","Não","Não","Não","0","Uma vez ao ano","PIX","20.1","296.15","Não"
"5186-EJEGL","PF","Não","9","Sim","Não","Website","0","Semestral","PIX","69.5","653.25","Não"
"7527-QNRUS","PF","Sim","17","Sim","Sim","Não","0","Duas vezes ao ano","PIX","25.15","412.6","Não"
"9986-BONCE","PJ","Não","4","Não","Não","Não","0","Semestral","Transferência bancária","20.95","85.5","Sim"
"2722-JMONI","PJ","Sim","1","Sim","Não","Website","1","Semestral","Débito automático","49.55","49.55","Sim"
"2203-GHNWN","PJ","Sim","24","Sim","Sim","Mesa","1","Semestral","PIX","79.65","1928.7","Não"
"3878-AVSOQ","PJ","Não","1","Sim","Não","Mesa","1","Semestral","Débito automático","71.25","71.25","Não"
"3258-SYSWS","PF","Não","72","Não","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","113.8","7845.8","Não"
"5296-PSYVW","PJ","Sim","72","Não","Sim","Não","0","Duas vezes ao ano","Débito automático","24.55","1750.7","Não"
"6319-QSUSR","PJ","Não","11","Não","Não","Não","0","Semestral","Boleto","19.7","216.2","Não"
"4083-EUGRJ","PF","Não","9","Não","Não","Não","0","Semestral","PIX","20.25","178.5","Sim"
"7579-OOPEC","PJ","Sim","2","Não","Não","Website","1","Semestral","Boleto","50.15","115.1","Sim"
"0512-FLFDW","PJ","Sim","60","Sim","Sim","Mesa","1","Uma vez ao ano","Boleto","100.5","6029","Não"
"1771-OADNZ","PF","Sim","29","Sim","Sim","Mesa","1","Semestral","Débito automático","95.9","2745.2","Sim"
"0487-CRLZF","PJ","Não","49","Sim","Não","Website","1","Duas vezes ao ano","Transferência bancária","74.45","3721.9","Não"
"2107-FBPTK","PJ","Não","30","Sim","Sim","Mesa","1","Semestral","Débito automático","104.1","3121.1","Não"
"9451-WLYRI","PJ","Sim","53","Não","Não","Não","0","Uma vez ao ano","Boleto","19.05","990.45","Não"
"8219-VYBVI","PF","Não","39","Não","Sim","Não","0","Duas vezes ao ano","PIX","25","1004.35","Não"
"1991-VOPLL","PJ","Não","9","Não","Não","Não","0","Semestral","PIX","19.05","157.65","Não"
"9738-QLWTP","PF","Não","39","Não","Não","Mesa","0","Uma vez ao ano","Débito automático","81.9","3219.75","Não"
"1016-DJTSV","PF","Não","8","Sim","Não","Mesa","1","Semestral","Débito automático","69.7","572.85","Não"
"9419-IPPBE","PJ","Sim","51","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","90.15","4554.85","Não"
"0174-QRVVY","PF","Sim","71","Não","Sim","Não","0","Duas vezes ao ano","Boleto","25.35","1847.55","Não"
"5699-BNCAS","PF","Não","71","Sim","Sim","Não","1","Duas vezes ao ano","PIX","24.65","1766.75","Não"
"2900-PHPLN","PJ","Sim","70","Sim","Não","Não","0","Duas vezes ao ano","Boleto","19.55","1462.05","Não"
"0612-RTZZA","PJ","Não","1","Não","Somente telefone","Website","0","Semestral","Débito automático","25.25","25.25","Sim"
"8106-GWQOK","PF","Sim","38","Sim","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","60","2193.2","Não"
"8751-EDEKA","PJ","Sim","28","Não","Não","Mesa","1","Semestral","Boleto","89.9","2433.5","Não"
"6878-GGDWG","PJ","Sim","32","Não","Não","Não","0","Semestral","Transferência bancária","19.4","641.15","Não"
"4039-PIMHX","PF","Sim","49","Não","Não","Website","1","Duas vezes ao ano","PIX","49.8","2398.4","Não"
"8450-LUGUK","PJ","Sim","37","Sim","Sim","Não","0","Duas vezes ao ano","Transferência bancária","24.1","861.85","Não"
"3604-WLABM","PJ","Não","10","Não","Não","Website","1","Semestral","Débito automático","54.25","583","Não"
"0795-GMVQO","PF","Sim","67","Não","Sim","Mesa","0","Uma vez ao ano","Boleto","109.9","7332.4","Não"
"2259-OUUSZ","PF","Não","7","Sim","Somente telefone","Website","0","Uma vez ao ano","Boleto","35.5","249.55","Não"
"1142-IHLOO","PJ","Não","51","Não","Não","Mesa","1","Uma vez ao ano","Boleto","87.55","4475.9","Não"
"6410-LEFEN","PJ","Não","9","Não","Não","Website","1","Semestral","Débito automático","45.15","416.45","Sim"
"4633-MKHYU","PJ","Não","9","Sim","Não","Mesa","1","Semestral","PIX","88.4","788.6","Não"
"6257-RJOHI","PF","Não","4","Sim","Não","Website","0","Semestral","PIX","50.8","202.3","Não"
"1545-JFUML","PF","Sim","71","Sim","Sim","Mesa","0","Duas vezes ao ano","Débito automático","99","6994.6","Não"
"3194-ORPIK","PJ","Sim","50","Sim","Sim","Mesa","1","Semestral","Transferência bancária","84.4","4116.15","Sim"
"7826-VVKWT","PJ","Sim","24","Sim","Não","Mesa","1","Duas vezes ao ano","Débito automático","96.55","2263.45","Não"
"1353-GHZOS","PF","Sim","22","Sim","Não","Website","0","Uma vez ao ano","Transferência bancária","59.75","1374.35","Não"
"2587-EKXTS","PF","Não","44","Sim","Sim","Mesa","0","Semestral","Débito automático","111.5","4915.15","Não"
"5442-BXVND","PJ","Sim","33","Não","Sim","Não","0","Semestral","Transferência bancária","24.25","838.5","Não"
"8816-VXNZD","PJ","Não","1","Sim","Sim","Mesa","1","Semestral","Débito automático","75.1","75.1","Sim"
"9378-FXTIZ","PJ","Sim","54","Sim","Sim","Website","1","Uma vez ao ano","Boleto","70.15","3715.65","Sim"
"1723-HKXJQ","PF","Não","42","Sim","Sim","Mesa","0","Semestral","Débito automático","101.75","4273.45","Sim"
"7825-GKXMW","PJ","Não","1","Não","Não","Website","1","Semestral","Débito automático","45.8","45.8","Sim"
"9753-OYLBX","PJ","Não","1","Não","Não","Não","0","Semestral","PIX","20.5","20.5","Não"
"2364-UFROM","PF","Não","30","Não","Não","Website","0","Uma vez ao ano","Débito automático","70.4","2044.75","Não"
"6656-JWRQX","PJ","Não","1","Não","Somente telefone","Website","0","Semestral","PIX","30.55","30.55","Não"
"6473-ULUHT","PF","Sim","16","Não","Sim","Website","0","Semestral","Débito automático","84.9","1398.25","Não"
"1240-KNSEZ","PF","Não","1","Sim","Não","Não","0","Semestral","PIX","20.1","20.1","Sim"
"0836-SEYLU","PF","Sim","9","Não","Somente telefone","Website","0","Semestral","PIX","40.65","328.95","Sim"
"4433-JCGCG","PF","Sim","46","Sim","Sim","Mesa","1","Semestral","Débito automático","101","4680.05","Sim"
"3716-BDVDB","PF","Não","1","Sim","Não","Mesa","0","Semestral","Débito automático","69.1","69.1","Sim"
"7688-AWMDX","PF","Sim","71","Não","Não","Website","0","Duas vezes ao ano","Transferência bancária","54.5","3778.2","Não"
"2842-BCQGE","PF","Não","43","Sim","Sim","Mesa","0","Semestral","Boleto","75.35","3161.4","Não"
"7244-QWYHG","PF","Sim","50","Sim","Somente telefone","Website","0","Uma vez ao ano","Transferência bancária","44.45","2188.45","Não"
"5899-MQZZL","PJ","Não","13","Sim","Sim","Mesa","1","Semestral","PIX","75","999.45","Sim"
"6849-OYAMU","PF","Sim","19","Não","Não","Mesa","0","Uma vez ao ano","Transferência bancária","100","1888.65","Sim"
"5312-UXESG","PJ","Não","41","Não","Sim","Mesa","1","Semestral","Transferência bancária","98.05","3990.6","Não"
"9488-HGMJH","PJ","Não","1","Sim","Não","Mesa","1","Semestral","Débito automático","71.15","71.15","Sim"
"6038-GCYEC","PJ","Não","24","Sim","Somente telefone","Website","0","Semestral","Boleto","54.15","1240.25","Sim"
"2150-WLKUW","PJ","Sim","40","Não","Sim","Website","1","Uma vez ao ano","Transferência bancária","63.9","2635","Não"
"7159-FVYPK","PJ","Sim","3","Sim","Sim","Website","1","Semestral","Transferência bancária","69.15","235","Não"
"7032-LMBHI","PJ","Não","37","Não","Sim","Website","1","Uma vez ao ano","Transferência bancária","64.65","2347.85","Não"
"1150-WFARN","PJ","Sim","67","Sim","Sim","Mesa","1","Duas vezes ao ano","Boleto","108.75","7156.2","Sim"
"6088-BXMRG","PJ","Sim","32","Sim","Sim","Mesa","1","Semestral","Débito automático","98.85","3089.6","Não"
"3144-AUDBS","PJ","Sim","6","Sim","Não","Website","1","Semestral","Débito automático","49.15","270.8","Sim"
"4821-SJHJV","PJ","Sim","32","Não","Sim","Mesa","1","Semestral","Débito automático","89.6","2901.8","Não"
"7346-MEDWM","PJ","Não","59","Sim","Sim","Mesa","1","Semestral","Débito automático","83.25","4949.1","Não"
"1137-DGOWI","PJ","Sim","30","Não","Não","Website","1","Uma vez ao ano","Transferência bancária","70.25","2198.9","Não"
"5616-PRTNT","PF","Não","20","Sim","Não","Não","0","Semestral","Débito automático","19.4","374.5","Sim"
"3812-LRZIR","PJ","Sim","27","Não","Sim","Não","0","Duas vezes ao ano","Débito automático","24.5","761.95","Não"
"4818-QIUFN","PJ","Não","20","Sim","Sim","Mesa","1","Semestral","Débito automático","79.15","1520.9","Sim"
"9483-GCPWE","PF","Não","9","Não","Não","Não","0","Uma vez ao ano","PIX","20.1","190.25","Não"
"4227-OJHAL","PJ","Sim","68","Sim","Sim","Website","1","Uma vez ao ano","Boleto","73","5163","Não"
"9220-CXRSC","PJ","Sim","69","Não","Sim","Website","1","Duas vezes ao ano","Boleto","61.4","4059.85","Não"
"4993-JCRGJ","PF","Não","26","Sim","Sim","Mesa","0","Semestral","PIX","84.3","2281.6","Não"
"9537-JALFH","PF","Sim","69","Não","Não","Não","0","Duas vezes ao ano","Transferência bancária","19.9","1356.7","Não"
"6698-OXETB","PF","Não","11","Não","Não","Não","0","Duas vezes ao ano","PIX","20.4","231.45","Não"
"2103-ZRXFN","PF","Não","1","Não","Sim","Website","0","Semestral","PIX","50.75","50.75","Não"
"3724-BSCVH","PF","Sim","10","Não","Não","Não","0","Uma vez ao ano","PIX","20.45","242.4","Não"
"4877-TSOFF","PJ","Sim","55","Sim","Sim","Website","1","Uma vez ao ano","Transferência bancária","75.75","4264.25","Não"
"9209-NWPGU","PF","Não","44","Não","Não","Website","0","Uma vez ao ano","Débito automático","65.4","2774.55","Não"
"6961-VCPMC","PF","Sim","46","Sim","Não","Mesa","1","Semestral","Débito automático","80.4","3605.2","Sim"
"7306-YDSOI","PF","Sim","69","Sim","Não","Website","0","Duas vezes ao ano","Transferência bancária","59.75","4069.9","Não"
"5288-AHOUP","PF","Não","11","Sim","Não","Mesa","1","Semestral","Débito automático","78.5","874.2","Não"
"6688-UZPWD","PJ","Sim","11","Sim","Sim","Mesa","1","Semestral","Débito automático","102","1145.35","Sim"
"0655-YDGFJ","PF","Não","29","Não","Não","Website","0","Semestral","Transferência bancária","48.95","1323.7","Não"
"8468-EHYJA","PJ","Sim","57","Sim","Sim","Mesa","1","Semestral","Débito automático","99.65","5497.05","Não"
"6823-SIDFQ","PF","Não","28","Não","Não","Não","0","Uma vez ao ano","Boleto","18.25","534.7","Não"
"1097-FSPVW","PJ","Não","42","Não","Não","Website","1","Semestral","Boleto","54.55","2455.05","Não"
"2839-RFSQE","PJ","Não","2","Não","Não","Não","0","Semestral","PIX","20.65","38.7","Sim"
"8328-SKJNão","PF","Não","23","Não","Somente telefone","Website","0","Uma vez ao ano","Transferência bancária","40.65","947.4","Não"
"7010-ZMVBF","PJ","Sim","18","Não","Não","Não","0","Semestral","PIX","20.45","357","Não"
"5201-CBWYG","PF","Sim","62","Não","Sim","Não","0","Uma vez ao ano","Transferência bancária","24.8","1476.25","Não"
"0968-GSIKN","PJ","Não","1","Sim","Não","Mesa","1","Semestral","PIX","70.8","70.8","Sim"
"1965-DDBWU","PF","Não","16","Sim","Sim","Mesa","0","Semestral","Boleto","89.05","1448.6","Sim"
"9057-SIHCH","PJ","Não","3","Sim","Sim","Mesa","1","Semestral","Débito automático","96.6","291.9","Sim"
"6352-GIGGQ","PF","Não","67","Sim","Sim","Website","0","Uma vez ao ano","Transferência bancária","88.8","5903.15","Não"
"3635-QQRQD","PF","Não","62","Sim","Não","Não","0","Duas vezes ao ano","Boleto","20.05","1201.65","Não"
"6771-XWBDM","PJ","Sim","57","Sim","Sim","Mesa","1","Semestral","Boleto","104.5","5921.35","Sim"
"2897-DOVND","PF","Não","2","Sim","Não","Mesa","0","Semestral","Débito automático","69.8","146.65","Não"
"3082-YVEKW","PJ","Sim","23","Sim","Sim","Website","1","Duas vezes ao ano","Transferência bancária","77.15","1759.4","Não"
"0191-EQUUH","PJ","Não","25","Não","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","35.05","844.45","Não"
